date,bank,name,buy,sale
11.10.2025,Pr,USD,41.3000,41.9500
10.10.2025,Pr,USD,41.2500,41.8500
10.10.2025,Pr,USD,41.2000,41.8000
09.10.2025,Pr,USD,41.1500,41.7500
09.10.2025,Pr,USD,41.1500,41.7500
08.10.2025,Pr,USD,41.1000,41.6500
07.10.2025,Pr,USD,41.1500,41.7000
06.10.2025,Pr,USD,41.1000,41.7000
04.10.2025,Pr,USD,41.0500,41.6500
03.10.2025,Pr,USD,41.0500,41.6500
02.10.2025,Pr,USD,41.0500,41.6500
01.10.2025,Pr,USD,41.0000,41.6000
30.09.2025,Pr,USD,41.1000,41.7000
